token	lemma	Deg	Numb	Person	Mood_Tense_Voice	Case	Gend	Dis	pos
aspectu	aspectus	_	Sing	_	_	Abl	_	_	NOMcom
protinus	protinus	Pos	_	_	_	_	_	_	ADV
sensi	sentio	_	Sing	1	Ind|Perf|Act	_	_	_	VER
hominem	homo	_	Sing	_	_	Acc	_	_	NOMcom
esse	sum	_	_	_	Inf|Pres|Act	_	_	1	VER
nauclerum	nauclerus	_	Sing	_	_	Acc	_	_	NOMcom

atqui	atqui	_	_	_	_	_	_	_	CONcoo
inquit	inquio	_	Sing	3	Ind|Pres|Act	_	_	_	VER
aberrasti	aberro	_	Sing	2	Ind|Perf|Act	_	_	2	VER
longissime	longe	Sup	_	_	_	_	_	_	ADV

nauigauit	nauigo	_	Sing	3	Ind|Perf|Act	_	_	_	VER
quidem	quidem	Pos	_	_	_	_	_	_	ADV
non	non	_	_	_	_	_	_	_	ADVneg
ut	ut	_	_	_	_	_	_	1	ADVrel
Palinurus	Palinurus	_	Sing	_	_	Nom	_	_	NOMpro
sed	sed	_	_	_	_	_	_	_	CONcoo
ut	ut	_	_	_	_	_	_	1	ADVrel
Ulysses	Ulysses	_	Sing	_	_	Nom	_	_	NOMpro

immo	immo	Pos	_	_	_	_	_	_	ADV
uelut	uelut	_	_	_	_	_	_	1	ADVrel
nempe	nempe	Pos	_	_	_	_	_	_	ADV
Plato	Plato	_	Sing	_	_	Nom	_	_	NOMpro

Raphael	Raphael	_	Sing	_	_	Nom	_	_	NOMpro
iste	iste	_	Sing	_	_	Nom	Masc	_	PROdem
sic	sic	Pos	_	_	_	_	_	_	ADV
enim	enim	_	_	_	_	_	_	2	CONcoo
uocatur	uoco	_	Sing	3	Ind|Pres|Pass	_	_	_	VER
gentilicio	gentilicius	Pos	Sing	_	_	Abl	MascNeut	_	ADJqua
nomine	nomen	_	Sing	_	_	Abl	_	_	NOMcom
Hythlodaeus	Hythlodaeus	_	Sing	_	_	Nom	_	_	NOMpro
et	et	_	_	_	_	_	_	2	CONcoo
latinae	Latinus	Pos	Sing	_	_	Gen	Fem	_	ADJqua
linguae	lingua	_	Sing	_	_	Gen	_	_	NOMcom
non	non	_	_	_	_	_	_	_	ADVneg
indoctus	indoctus	Pos	Sing	_	_	Nom	Masc	_	ADJqua
et	et	_	_	_	_	_	_	2	CONcoo
graecae	Graecus	Pos	Sing	_	_	Gen	Fem	_	ADJqua
doctissimus	doctus	Sup	Sing	_	_	Nom	Masc	_	ADJqua
cuius	qui	_	Sing	_	_	Gen	Com	1	PROrel
ideo	ideo	Pos	_	_	_	_	_	_	ADV
studiosior	studiosus	Comp	Sing	_	_	Nom	MascFem	_	ADJqua
quam	quam	_	_	_	_	_	_	1	ADVrel
Romanae	Romanus	Pos	Sing	_	_	Gen	Fem	_	ADJqua
fuit	sum	_	Sing	3	Ind|Perf|Act	_	_	1	VER
quoniam	quoniam	_	_	_	_	_	_	_	CONsub
totum	totus	_	Sing	_	_	Acc	MascNeut	_	PROind
se	sui	_	Sing	_	_	Acc	_	1	PROref
addixerat	addico	_	Sing	3	Ind|Pqp|Act	_	_	2	VER
philosophiae	philosophia	_	Sing	_	_	Dat	_	_	NOMcom

qua	qui	_	Sing	_	_	Abl	Fem	1	PROrel
in	in	_	_	_	_	_	_	_	PRE
re	res	_	Sing	_	_	Abl	_	_	NOMcom
nihil	nihil	_	_	_	_	Ind	_	_	PROind
quod	qui	_	Sing	_	_	Nom	Neut	1	PROrel
alicuius	aliquis	_	Sing	_	_	Gen	Com	_	PROind
momenti	momentum	_	Sing	_	_	Gen	_	_	NOMcom
sit	sum	_	Sing	3	Sub|Pres|Act	_	_	1	VER
praeter	praeter	_	_	_	_	_	_	2	PRE
Senecae	Seneca	_	Sing	_	_	Gen	_	_	NOMpro
quaedam	quidam	_	Plur	_	_	Acc	Neut	_	PROind
ac	ac	_	_	_	_	_	_	1	CONcoo
Ciceronis	Cicero	_	Sing	_	_	Gen	_	_	NOMpro
extare	exsto	_	_	_	Inf|Pres|Act	_	_	_	VER
latine	latine	Pos	_	_	_	_	_	_	ADV
cognouit	cognosco	_	Sing	3	Ind|Perf|Act	_	_	_	VER
relicto	relinquo	_	Sing	_	Par|Perf|Pass	Abl	MascNeut	_	VER
fratribus	frater	_	Plur	_	_	Dat	_	_	NOMcom
patrimonio	patrimonium	_	Sing	_	_	Abl	_	_	NOMcom
quod	qui	_	Sing	_	_	Nom	Neut	1	PROrel
ei	is	_	Sing	_	_	Dat	Com	_	PROdem
domi	domus	_	Sing	_	_	Loc	_	_	NOMcom
fuerat	sum	_	Sing	3	Ind|Pqp|Act	_	_	1	VER
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
enim	enim	_	_	_	_	_	_	2	CONcoo
Lusitanus	Lusitanus	Pos	Sing	_	_	Nom	Masc	_	ADJqua
orbis	orbis	_	Sing	_	_	Gen	_	_	NOMcom
terrarum	terra	_	Plur	_	_	Gen	_	_	NOMcom
contemplandi	contemplor	_	Sing	_	Adj|_|Dep	Gen	MascNeut	_	VER
studio	studium	_	Sing	_	_	Abl	_	_	NOMcom
Amerigo	Amerigus	_	Sing	_	_	Dat	_	_	NOMpro
Uespucio	Uespucius	_	Sing	_	_	Dat	_	_	NOMpro
se	sui	_	Sing	_	_	Acc	_	1	PROref
adiunxit	adiungo	_	Sing	3	Ind|Perf|Act	_	_	_	VER
atque	atque	_	_	_	_	_	_	1	CONcoo
in	in	_	_	_	_	_	_	_	PRE
tribus	tres	_	Plur	_	_	Abl	Com	_	ADJcar
posterioribus	posterus	Comp	Plur	_	_	Abl	Com	_	ADJqua
illarum	ille	_	Plur	_	_	Gen	Fem	_	PROdem
quattuor	quatuor	_	_	_	_	Ind	_	_	ADJcar
nauigationum	nauigatio	_	Plur	_	_	Gen	_	_	NOMcom
quae	qui	_	Plur	_	_	Nom	Fem	1	PROrel
passim	passim	Pos	_	_	_	_	_	_	ADV
iam	iam	Pos	_	_	_	_	_	_	ADV
leguntur	lego	_	Plur	3	Ind|Pres|Pass	_	_	2	VER
perpetuus	perpetuus	Pos	Sing	_	_	Nom	Masc	_	ADJqua
eius	is	_	Sing	_	_	Gen	Com	_	PROdem
comes	comes	_	Sing	_	_	Nom	_	_	NOMcom
fuit	sum	_	Sing	3	Ind|Perf|Act	_	_	1	VER
nisi	nisi	_	_	_	_	_	_	_	CONsub
quod	quod	_	_	_	_	_	_	2	CONsub
in	in	_	_	_	_	_	_	_	PRE
ultima	ultimus	Pos	Sing	_	_	Abl	Fem	_	NOMcom
cum	cum	_	_	_	_	_	_	2	PRE
eo	is	_	Sing	_	_	Abl	MascNeut	_	PROdem
non	non	_	_	_	_	_	_	_	ADVneg
rediit	redeo	_	Sing	3	Ind|Perf|Act	_	_	1	VER

curauit	curo	_	Sing	3	Ind|Perf|Act	_	_	_	VER
enim	enim	_	_	_	_	_	_	2	CONcoo
atque	atque	_	_	_	_	_	_	1	CONcoo
adeo	adeo	Pos	_	_	_	_	_	2	ADV
extorsit	extorqueo	_	Sing	3	Ind|Perf|Act	_	_	_	VER
ab	ab	_	_	_	_	_	_	_	PRE
Amerigo	Amerigus	_	Sing	_	_	Abl	_	_	NOMpro
ut	ut	_	_	_	_	_	_	4	CONsub
ipse	ipse	_	Sing	_	_	Nom	Masc	_	PROdem
in	in	_	_	_	_	_	_	_	PRE
his	hic	_	Plur	_	_	Abl	Com	1	PROdem
3	3	_	_	_	_	_	_	_	ADJcar
esset	sum	_	Sing	3	Sub|Impa|Act	_	_	1	VER
qui	qui	_	Plur	_	_	Nom	Masc	1	PROrel
ad	ad	_	_	_	_	_	_	2	PRE
fines	finis	_	Plur	_	_	Acc	_	_	NOMcom
postremae	posterus	Sup	Sing	_	_	Gen	Fem	_	ADJqua
nauigationis	nauigatio	_	Sing	_	_	Gen	_	_	NOMcom
in	in	_	_	_	_	_	_	_	PRE
castello	castellum	_	Sing	_	_	Abl	_	_	NOMcom
relinquebantur	relinquo	_	Plur	3	Ind|Impa|Pass	_	_	_	VER

itaque	itaque	_	_	_	_	_	_	_	CONcoo
relictus	relinquo	_	Sing	_	Par|Perf|Pass	Nom	Masc	_	VER
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
uti	ut	_	_	_	_	_	_	4	CONsub
obtemperaretur	obtempero	_	Sing	3	Sub|Impa|Pass	_	_	_	VER
animo	animus	_	Sing	_	_	Abl	_	_	NOMcom
eius	is	_	Sing	_	_	Gen	Com	_	PROdem
peregrinationis	peregrinatio	_	Sing	_	_	Gen	_	_	NOMcom
magis	magis	Comp	_	_	_	_	_	2	ADV
quam	quam	_	_	_	_	_	_	1	ADVrel
sepulchri	sepulcrum	_	Sing	_	_	Gen	_	_	NOMcom
curioso	curiosus	Pos	Sing	_	_	Abl	MascNeut	_	ADJqua

quippe	quippe	Pos	_	_	_	_	_	1	ADV
cui	qui	_	Sing	_	_	Dat	Com	1	PROint
haec	hic	_	Plur	_	_	Nom	Neut	1	PROdem
assidue	assidue	Pos	_	_	_	_	_	_	ADV
sunt	sum	_	Plur	3	Ind|Pres|Act	_	_	1	VER
in	in	_	_	_	_	_	_	_	PRE
ore	os	_	Sing	_	_	Abl	_	1	NOMcom
caelo	caelum	_	Sing	_	_	Abl	_	1	NOMcom
tegitur	tego	_	Sing	3	Ind|Pres|Pass	_	_	_	VER
qui	qui	_	Sing	_	_	Nom	Masc	1	PROrel
non	non	_	_	_	_	_	_	_	ADVneg
habet	habeo	_	Sing	3	Ind|Pres|Act	_	_	_	VER
urnam	urna	_	Sing	_	_	Acc	_	_	NOMcom
et	et	_	_	_	_	_	_	2	CONcoo
undique	undique	Pos	_	_	_	_	_	_	ADV
ad	ad	_	_	_	_	_	_	2	PRE
superos	superi	_	Plur	_	_	Acc	_	_	NOMcom
tantumdem	tantumdem	Pos	_	_	_	_	_	2	ADV
esse	sum	_	_	_	Inf|Pres|Act	_	_	1	VER
uiae	uia	_	Plur	_	_	Nom	_	_	NOMcom

quae	qui	_	Sing	_	_	Nom	Fem	1	PROrel
mens	mens	_	Sing	_	_	Nom	_	_	NOMcom
eius	is	_	Sing	_	_	Gen	Com	_	PROdem
nisi	nisi	_	_	_	_	_	_	_	CONsub
deus	deus	_	Sing	_	_	Nom	_	_	NOMcom
ei	is	_	Sing	_	_	Dat	Com	_	PROdem
propitius	propitius	Pos	Sing	_	_	Nom	Masc	_	ADJqua
adfuisset	assum	_	Sing	3	Sub|Pqp|Act	_	_	1	VER
nimio	nimio	Pos	_	_	_	_	_	_	ADV
fuerat	sum	_	Sing	3	Ind|Pqp|Act	_	_	1	VER
illi	ille	_	Sing	_	_	Dat	Com	_	PROdem
constatura	consto	_	Sing	_	Par|Fut|Act	Nom	Fem	_	VER

ceterum	ceterum	Pos	_	_	_	_	_	2	ADV
postquam	postquam	_	_	_	_	_	_	_	CONsub
digresso	digredior	_	Sing	_	Par|Perf|Dep	Abl	MascNeut	_	VER
Uespucio	Uespucius	_	Sing	_	_	Abl	_	_	NOMpro
multas	multus	Pos	Plur	_	_	Acc	Fem	_	ADJqua
regiones	regio	_	Plur	_	_	Acc	_	_	NOMcom
cum	cum	_	_	_	_	_	_	2	PRE
quinque	quinque	_	_	_	_	Ind	_	_	ADJcar
castellanorum	castellanus	_	Plur	_	_	Gen	_	1	NOMcom
comitibus	comes	_	Plur	_	_	Abl	_	_	NOMcom
emensus	emetior	_	Sing	_	Par|Perf|Dep	Nom	Masc	_	VER
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
mirabili	mirabilis	Pos	Sing	_	_	Abl	Com	_	ADJqua
tandem	tandem	Pos	_	_	_	_	_	_	ADV
fortuna	fortuna	_	Sing	_	_	Abl	_	_	NOMcom
Taprobanen	Taprobane	_	Sing	_	_	Acc	_	_	NOMpro
delatus	defero	_	Sing	_	Par|Perf|Pass	Nom	Masc	_	VER
inde	inde	Pos	_	_	_	_	_	_	ADV
peruenit	peruenio	_	Sing	3	Ind|Perf|Act	_	_	_	VER
in	in	_	_	_	_	_	_	_	PRE
Caliquit	Caliquit	_	_	_	_	Ind	_	_	NOMpro
ubi	ubi	_	_	_	_	_	_	1	ADVrel
repertis	reperio	_	Plur	_	Par|Perf|Pass	Abl	Com	_	VER
commode	commode	Pos	_	_	_	_	_	_	ADV
Lusitanorum	Lusitani	_	Plur	_	_	Gen	_	_	NOMpro
nauibus	nauis	_	Plur	_	_	Abl	_	_	NOMcom
in	in	_	_	_	_	_	_	_	PRE
patriam	patria	_	Sing	_	_	Acc	_	_	NOMcom
denique	denique	Pos	_	_	_	_	_	_	ADV
praeter	praeter	_	_	_	_	_	_	2	PRE
spem	spes	_	Sing	_	_	Acc	_	_	NOMcom
reuehitur	reueho	_	Sing	3	Ind|Pres|Pass	_	_	_	VER

peregrinationes	peregrinatio	_	Plur	_	_	Nom	_	_	NOMcom
Raphaelis	Raphael	_	Sing	_	_	Gen	_	_	NOMpro

haec	hic	_	Plur	_	_	Acc	Neut	1	PROdem
ubi	ubi	_	_	_	_	_	_	3	CONsub
narrauit	narro	_	Sing	3	Ind|Perf|Act	_	_	_	VER
Petrus	Petrus	_	Sing	_	_	Nom	_	_	NOMpro
actis	ago	_	Plur	_	Par|Perf|Pass	Abl	Com	_	VER
ei	is	_	Sing	_	_	Dat	Com	_	PROdem
gratiis	gratia	_	Plur	_	_	Abl	_	_	NOMcom
quod	quod	_	_	_	_	_	_	2	CONsub
tam	tam	Pos	_	_	_	_	_	_	ADV
officiosus	officiosus	Pos	Sing	_	_	Nom	Masc	2	ADJqua
in	in	_	_	_	_	_	_	_	PRE
me	ego	_	Sing	_	_	Acc	_	_	PROper
fuisset	sum	_	Sing	3	Sub|Pqp|Act	_	_	1	VER
ut	ut	_	_	_	_	_	_	4	CONsub
cuius	qui	_	Sing	_	_	Gen	Com	1	PROrel
uiri	uir	_	Sing	_	_	Gen	_	_	NOMcom
colloquium	colloquium	_	Sing	_	_	Acc	_	_	NOMcom
mihi	ego	_	Sing	_	_	Dat	_	_	PROper
gratum	gratus	Pos	Sing	_	_	Acc	MascNeut	_	ADJqua
speraret	spero	_	Sing	3	Sub|Impa|Act	_	_	_	VER
eius	is	_	Sing	_	_	Gen	Com	_	PROdem
uti	ut	_	_	_	_	_	_	4	CONsub
sermone	sermo	_	Sing	_	_	Abl	_	_	NOMcom
fruerer	fruor	_	Sing	1	Sub|Impa|Dep	_	_	_	VER
tantam	tantus	_	Sing	_	_	Acc	Fem	_	PROdem
rationem	ratio	_	Sing	_	_	Acc	_	_	NOMcom
habuisset	habeo	_	Sing	3	Sub|Pqp|Act	_	_	_	VER
ad	ad	_	_	_	_	_	_	2	PRE
Raphaelem	Raphael	_	Sing	_	_	Acc	_	_	NOMpro
me	ego	_	Sing	_	_	Acc	_	_	PROper
conuerto	conuerto	_	Sing	1	Ind|Pres|Act	_	_	_	VER
tum	tum	Pos	_	_	_	_	_	_	ADV
ubi	ubi	_	_	_	_	_	_	3	CONsub
nos	nos	_	Plur	_	_	Acc	_	_	PROper
mutuo	mutuo	Pos	_	_	_	_	_	2	ADV
salutassemus	saluto	_	Plur	1	Sub|Pqp|Act	_	_	_	VER
atque	atque	_	_	_	_	_	_	1	CONcoo
illa	ille	_	Plur	_	_	Acc	Neut	_	PROdem
communia	communis	Pos	Plur	_	_	Acc	Neut	_	ADJqua
dixissemus	dico	_	Plur	1	Sub|Pqp|Act	_	_	2	VER
quae	qui	_	Plur	_	_	Nom	Neut	1	PROrel
dici	dico	_	_	_	Inf|Pres|Pass	_	_	2	VER
in	in	_	_	_	_	_	_	_	PRE
primo	primus	Sup	Sing	_	_	Abl	MascNeut	_	ADJord
hospitum	hospes	_	Plur	_	_	Gen	_	_	NOMcom
congressu	congressus	_	Sing	_	_	Abl	_	_	NOMcom
solent	soleo	_	Plur	3	Ind|Pres|SemDep	_	_	_	VER
inde	inde	Pos	_	_	_	_	_	_	ADV
domum	domus	_	Sing	_	_	Acc	_	_	NOMcom
meam	meus	_	Sing	_	_	Acc	Fem	_	PROpos
digredimur	digredior	_	Plur	1	Ind|Pres|Dep	_	_	_	VER
ibique	ibi界que	Pos	_	_	_	_	_	_	ADV
in	in	_	_	_	_	_	_	_	PRE
horto	hortus	_	Sing	_	_	Abl	_	_	NOMcom
considentes	consido	_	Plur	_	Par|Pres|Act	Nom	MascFem	_	VER
in	in	_	_	_	_	_	_	_	PRE
scamno	scamnum	_	Sing	_	_	Abl	_	_	NOMcom
cespitibus	caespes	_	Plur	_	_	Abl	_	_	NOMcom
herbeis	herbeus	Pos	Plur	_	_	Abl	Com	_	ADJqua
constrato	consterno	_	Sing	_	Par|Perf|Pass	Abl	MascNeut	2	VER
confabulamur	confabulor	_	Plur	1	Ind|Pres|Dep	_	_	_	VER

narrauit	narro	_	Sing	3	Ind|Perf|Act	_	_	_	VER
ergo	ergo	_	_	_	_	_	_	2	CONcoo
nobis	nos	_	Plur	_	_	Dat	_	_	PROper
quo	qui	_	Sing	_	_	Abl	MascNeut	1	PROrel
pacto	pactum	_	Sing	_	_	Abl	_	_	NOMcom
posteaquam	posteaquam	_	_	_	_	_	_	_	CONsub
Uespucius	Uespucius	_	Sing	_	_	Nom	_	_	NOMpro
abierat	abeo	_	Sing	3	Ind|Pqp|Act	_	_	1	VER
ipse	ipse	_	Sing	_	_	Nom	Masc	_	PROdem
sociique	socius界que	_	Plur	_	_	Nom	_	1	NOMcom
eius	is	_	Sing	_	_	Gen	Com	_	PROdem
qui	qui	_	Plur	_	_	Nom	Masc	1	PROrel
in	in	_	_	_	_	_	_	_	PRE
castello	castellum	_	Sing	_	_	Abl	_	_	NOMcom
remanserant	remaneo	_	Plur	3	Ind|Pqp|Act	_	_	_	VER
conueniendo	conuenio	_	Sing	_	Ger|_|Act	Abl	_	_	VER
atque	atque	_	_	_	_	_	_	1	CONcoo
blandiendo	blandior	_	Sing	_	Ger|_|Dep	Abl	_	_	VER
coeperint	coepio	_	Plur	3	Sub|Perf|Act	_	_	_	VER
se	sui	_	Sing	_	_	Acc	_	1	PROref
paulatim	paulatim	Pos	_	_	_	_	_	_	ADV
eius	is	_	Sing	_	_	Gen	Com	_	PROdem
terrae	terra	_	Sing	_	_	Gen	_	_	NOMcom
gentibus	gens	_	Plur	_	_	Dat	_	_	NOMcom
insinuare	insinuo	_	_	_	Inf|Pres|Act	_	_	_	VER
iamque	iam界que	Pos	_	_	_	_	_	_	ADV
non	non	_	_	_	_	_	_	_	ADVneg
innoxie	innoxie	Pos	_	_	_	_	_	_	ADV
modo	modo	Pos	_	_	_	_	_	1	ADV
apud	apud	_	_	_	_	_	_	_	PRE
eas	is	_	Plur	_	_	Acc	Fem	_	PROdem
sed	sed	_	_	_	_	_	_	_	CONcoo
etiam	etiam	Pos	_	_	_	_	_	_	ADV
familiariter	familiariter	Pos	_	_	_	_	_	_	ADV
uersari	uersor	_	_	_	Inf|Pres|Dep	_	_	_	VER
tum	tum	Pos	_	_	_	_	_	_	ADV
principi	princeps	_	Sing	_	_	Dat	_	1	NOMcom
cuidam	quidam	_	Sing	_	_	Dat	Com	_	PROind
cuius	qui	_	Sing	_	_	Gen	Com	1	PROrel
et	et	_	_	_	_	_	_	2	CONcoo
patria	patria	_	Sing	_	_	Nom	_	_	NOMcom
mihi	ego	_	Sing	_	_	Dat	_	_	PROper
et	et	_	_	_	_	_	_	2	CONcoo
nomen	nomen	_	Sing	_	_	Nom	_	_	NOMcom
excidit	excido	_	Sing	3	Ind|Perf|Act	_	_	1	VER
grati	gratus	Pos	Sing	_	_	Nom	Masc	_	ADJqua
carique	carus界que	Pos	Plur	_	_	Nom	Masc	_	ADJqua
esse	sum	_	_	_	Inf|Pres|Act	_	_	1	VER

eius	is	_	Sing	_	_	Gen	Com	_	PROdem
liberalitate	liberalitas	_	Sing	_	_	Abl	_	_	NOMcom
narrabat	narro	_	Sing	3	Ind|Impa|Act	_	_	_	VER
commeatum	commeatus	_	Sing	_	_	Acc	_	_	NOMcom
atque	atque	_	_	_	_	_	_	1	CONcoo
uiaticum	uiaticum	_	Sing	_	_	Acc	_	_	NOMcom
ipsi	ipse	_	Sing	_	_	Dat	Com	_	PROdem
et	et	_	_	_	_	_	_	2	CONcoo
quinque	quinque	_	_	_	_	Ind	_	_	ADJcar
eius	is	_	Sing	_	_	Gen	Com	_	PROdem
comitibus	comes	_	Plur	_	_	Abl	_	_	NOMcom
affatim	affatim	Pos	_	_	_	_	_	_	ADV
fuisse	sum	_	_	_	Inf|Perf|Act	_	_	1	VER
suppeditatum	suppedito	_	Sing	_	Par|Perf|Pass	Acc	MascNeut	_	VER
cum	cum	_	_	_	_	_	_	3	CONsub
itineris	iter	_	Sing	_	_	Gen	_	_	NOMcom
quod	qui	_	Sing	_	_	Acc	Neut	1	PROrel
per	per	_	_	_	_	_	_	_	PRE
aquam	aqua	_	Sing	_	_	Acc	_	_	NOMcom
ratibus	ratis	_	Plur	_	_	Abl	_	_	NOMcom
per	per	_	_	_	_	_	_	_	PRE
terram	terra	_	Sing	_	_	Acc	_	_	NOMcom
curru	currus	_	Sing	_	_	Abl	_	_	NOMcom
peragebant	perago	_	Plur	3	Ind|Impa|Act	_	_	_	VER
fidelissimo	fidelis	Sup	Sing	_	_	Abl	MascNeut	2	ADJqua
duce	dux	_	Sing	_	_	Abl	_	_	NOMcom
qui	qui	_	Sing	_	_	Nom	Masc	1	PROrel
eos	is	_	Plur	_	_	Acc	Masc	_	PROdem
ad	ad	_	_	_	_	_	_	2	PRE
alios	alius	_	Plur	_	_	Acc	Masc	_	PROind
principes	princeps	_	Plur	_	_	Acc	_	1	NOMcom
quos	qui	_	Plur	_	_	Acc	Masc	1	PROrel
diligenter	diligenter	Pos	_	_	_	_	_	_	ADV
commendati	commendo	_	Plur	_	Par|Perf|Pass	Nom	Masc	_	VER
petebant	peto	_	Plur	3	Ind|Impa|Act	_	_	_	VER
adduceret	adduco	_	Sing	3	Sub|Impa|Act	_	_	_	VER

nam	nam	_	_	_	_	_	_	_	CONcoo
post	post	_	_	_	_	_	_	2	PRE
multorum	multus	_	Plur	_	_	Gen	MascNeut	_	ADJqua
itinera	iter	_	Plur	_	_	Acc	_	_	NOMcom
dierum	dies	_	Plur	_	_	Gen	_	_	NOMcom
oppida	oppidum	_	Plur	_	_	Acc	_	_	NOMcom
atque	atque	_	_	_	_	_	_	1	CONcoo
urbes	urbs	_	Plur	_	_	Acc	_	_	NOMcom
aiebat	aio	_	Sing	3	Ind|Impa|Act	_	_	_	VER
reperisse	reperio	_	_	_	Inf|Perf|Act	_	_	_	VER
se	sui	_	Sing	_	_	Acc	_	1	PROref
ac	ac	_	_	_	_	_	_	1	CONcoo
non	non	_	_	_	_	_	_	_	ADVneg
pessime	male	Sup	_	_	_	_	_	_	ADV
institutas	instituo	_	Plur	_	Par|Perf|Pass	Acc	Fem	_	VER
magna	magnus	Pos	Sing	_	_	Abl	Fem	_	ADJqua
populorum	populus	_	Plur	_	_	Gen	_	1	NOMcom
frequentia	frequentia	_	Sing	_	_	Abl	_	_	NOMcom
respublicas	respublica	_	Plur	_	_	Acc	_	_	NOMcom

nempe	nempe	Pos	_	_	_	_	_	_	ADV
sub	sub	_	_	_	_	_	_	_	PRE
aequatoris	aequator	_	Sing	_	_	Gen	_	_	NOMcom
linea	linea	_	Sing	_	_	Abl	_	_	NOMcom
tum	tum	Pos	_	_	_	_	_	_	ADV
hinc	hinc	Pos	_	_	_	_	_	_	ADV
atque	atque	_	_	_	_	_	_	1	CONcoo
inde	inde	Pos	_	_	_	_	_	_	ADV
ab	ab	_	_	_	_	_	_	_	PRE
utroque	uterque	_	Sing	_	_	Abl	MascNeut	_	PROind
latere	latus	_	Sing	_	_	Abl	_	1	NOMcom
quantum	quantum	_	Sing	_	_	Nom	Neut	1	PROrel
fere	fere	Pos	_	_	_	_	_	_	ADV
spatii	spatium	_	Sing	_	_	Gen	_	_	NOMcom
solis	sol	_	Sing	_	_	Gen	_	_	NOMcom
orbita	orbita	_	Sing	_	_	Abl	_	_	NOMcom
complectitur	complector	_	Sing	3	Ind|Pres|Dep	_	_	_	VER
uastas	uastus	Pos	Plur	_	_	Acc	Fem	_	ADJqua
obiacere	obiaceo	_	_	_	Inf|Pres|Act	_	_	_	VER
solitudines	solitudo	_	Plur	_	_	Acc	_	_	NOMcom
perpetuo	perpetuus	Pos	Sing	_	_	Abl	MascNeut	_	ADJqua
feruore	feruor	_	Sing	_	_	Abl	_	_	NOMcom
torridas	torridus	Pos	Plur	_	_	Acc	Fem	_	ADJqua

squalor	squalor	_	Sing	_	_	Nom	_	_	NOMcom
undique	undique	Pos	_	_	_	_	_	_	ADV
et	et	_	_	_	_	_	_	2	CONcoo
tristis	tristis	Pos	Sing	_	_	Nom	MascFem	_	ADJqua
rerum	res	_	Plur	_	_	Gen	_	_	NOMcom
facies	facies	_	Sing	_	_	Nom	_	_	NOMcom
horrida	horridus	Pos	Plur	_	_	Nom	Fem	_	ADJqua
atque	atque	_	_	_	_	_	_	1	CONcoo
inculta	incultus	Pos	Plur	_	_	Nom	Neut	2	ADJqua
omnia	omnis	_	Plur	_	_	Nom	Neut	_	PROind
feris	ferus	_	Plur	_	_	Abl	_	1	NOMcom
habitata	habito	_	Plur	_	Par|Perf|Pass	Nom	Neut	_	VER
serpentibusque	serpens界que	_	Plur	_	_	Abl	_	_	NOMcom
aut	aut	_	_	_	_	_	_	_	CONcoo
denique	denique	Pos	_	_	_	_	_	_	ADV
hominibus	homo	_	Plur	_	_	Abl	_	_	NOMcom
neque	neque	_	_	_	_	_	_	_	CONcoo
minus	parum	Comp	_	_	_	_	_	2	ADV
efferis	efferus	Pos	Sing	_	_	Abl	Com	_	ADJqua
quam	quam	_	_	_	_	_	_	1	ADVrel
sint	sum	_	Plur	3	Sub|Pres|Act	_	_	1	VER
beluae	bellua	_	Plur	_	_	Nom	_	_	NOMcom
neque	neque	_	_	_	_	_	_	_	CONcoo
minus	parum	Comp	_	_	_	_	_	2	ADV
noxiis	noxius	Pos	Plur	_	_	Abl	Com	_	ADJqua

ceterum	ceterum	Pos	_	_	_	_	_	2	ADV
ubi	ubi	_	_	_	_	_	_	3	CONsub
longius	longe	Comp	_	_	_	_	_	_	ADV
euectus	eueho	_	Sing	_	Par|Perf|Pass	Nom	Masc	_	VER
sis	sum	_	Sing	2	Sub|Pres|Act	_	_	1	VER
paulatim	paulatim	Pos	_	_	_	_	_	_	ADV
omnia	omnis	_	Plur	_	_	Nom	Neut	_	PROind
mansuescere	mansuesco	_	_	_	Inf|Pres|Act	_	_	_	VER

caelum	caelum	_	Sing	_	_	Acc	_	1	NOMcom
minus	parum	Comp	_	_	_	_	_	2	ADJqua
asperum	asper	Pos	Sing	_	_	Acc	Neut	_	ADJqua
solum	solum	_	Sing	_	_	Acc	_	1	NOMcom
uirore	uiror	_	Sing	_	_	Abl	_	_	NOMcom
blandum	blandus	Pos	Sing	_	_	Acc	MascNeut	_	ADJqua
mitiora	mitis	Comp	Plur	_	_	Acc	Neut	_	ADJqua
animantium	animans	_	Plur	_	_	Gen	_	1	NOMcom
ingenia	ingenium	_	Plur	_	_	Acc	_	_	NOMcom
tandem	tandem	Pos	_	_	_	_	_	_	ADV
aperiri	aperio	_	_	_	Inf|Pres|Pass	_	_	_	VER
populos	populus	_	Plur	_	_	Acc	_	1	NOMcom
urbes	urbs	_	Plur	_	_	Acc	_	_	NOMcom
oppida	oppidum	_	Plur	_	_	Acc	_	_	NOMcom
in	in	_	_	_	_	_	_	_	PRE
his	hic	_	Plur	_	_	Abl	Com	1	PROdem
assidua	assiduus	Pos	Plur	_	_	Acc	Neut	_	ADJqua
non	non	_	_	_	_	_	_	_	ADVneg
